"DNA polymorphism id" "Map Set(外部v5)" "Chr" "Start" "End" "LG" "MP"
"9_12628329" "corn_B73_v5" 5 148672157 148672157 NA NA
"9_12650509" "corn_B73_v5" 5 148672474 148672474 NA NA
"9_12650448" "corn_B73_v5" 5 148672599 148672599 NA NA
"9_12628350" "corn_B73_v5" 5 148672931 148672931 NA NA
"9_12628514" "corn_B73_v5" 5 148673719 148673719 5 79.3
"9_12628357" "corn_B73_v5" 5 148685697 148685697 NA NA
"9_12628449" "corn_B73_v5" 5 149668340 149668340 NA NA
"9_12628319" "corn_B73_v5" 5 150356010 150356010 NA NA
"9_12628416" "corn_B73_v5" 5 150509253 150509253 NA NA
"9_236059098" "corn_B73_v5" 5 150524374 150524374 NA NA
"9_12628407" "corn_B73_v5" 5 150883945 150883945 NA NA
"9_12628419" "corn_B73_v5" 5 151137794 151137794 5 79.5
"9_12628271" "corn_B73_v5" 5 151551995 151551995 5 79.2
"9_12628282" "corn_B73_v5" 5 151556657 151556657 5 79.2
"9_12628496" "corn_B73_v5" 5 153032872 153032872 NA NA
"9_12628456" "corn_B73_v5" 5 153084628 153084628 5 80.7
"9_12628304" "corn_B73_v5" 5 153108667 153108667 NA NA
"9_12628486" "corn_B73_v5" 5 153122579 153122579 NA NA
"9_24073820" "corn_B73_v5" 5 153353542 153353542 NA NA
"9_236060958" "corn_B73_v5" 5 153354227 153354227 NA NA
"9_12628418" "corn_B73_v5" 5 153354336 153354336 NA NA
"9_12628488" "corn_B73_v5" 5 153354746 153354746 5 78.1
"9_12628285" "corn_B73_v5" 5 153569335 153569335 NA NA
"9_236061331" "corn_B73_v5" 5 153570172 153570172 NA NA
"9_12628314" "corn_B73_v5" 5 154153219 154153219 NA NA
"9_257272048" "corn_B73_v5" 5 154442038 154442038 NA NA
"9_236062026" "corn_B73_v5" 5 154475468 154475468 NA NA
"9_12628453" "corn_B73_v5" 5 154800229 154800229 NA NA
"9_236062486" "corn_B73_v5" 5 154878038 154878038 NA NA
"9_236062491" "corn_B73_v5" 5 154878220 154878220 NA NA
"9_24073997" "corn_B73_v5" 5 154883229 154883229 NA NA
"9_257682915" "corn_B73_v5" 5 155101551 155101551 NA NA
"9_257409058" "corn_B73_v5" 5 155101552 155101552 NA NA
"9_12628295" "corn_B73_v5" 5 155139601 155139601 NA NA
"9_12628379" "corn_B73_v5" 5 155143567 155143567 NA NA
"9_12628349" "corn_B73_v5" 5 155143885 155143885 NA NA
"9_12628410" "corn_B73_v5" 5 155144625 155144625 NA NA
"9_24074213" "corn_B73_v5" 5 155145021 155145021 NA NA
"9_12628495" "corn_B73_v5" 5 155159506 155159506 5 88.9
"9_236063678" "corn_B73_v5" 5 155554251 155554251 NA NA
"9_12628332" "corn_B73_v5" 5 155778384 155778384 5 81.6
"9_12628292" "corn_B73_v5" 5 155920236 155920236 NA NA
"9_12628284" "corn_B73_v5" 5 155920719 155920719 NA NA
"9_236064128" "corn_B73_v5" 5 155925798 155925798 NA NA
"9_12628492" "corn_B73_v5" 5 155997530 155997530 NA NA
"9_12628270" "corn_B73_v5" 5 156001536 156001536 NA NA
"9_12628368" "corn_B73_v5" 5 156007261 156007261 NA NA
"9_236064354" "corn_B73_v5" 5 156010148 156010148 NA NA
"9_12628390" "corn_B73_v5" 5 156016277 156016277 NA NA
"9_12628298" "corn_B73_v5" 5 156054082 156054082 NA NA
"9_12628330" "corn_B73_v5" 5 156093417 156093417 NA NA
"9_12628500" "corn_B73_v5" 5 156093912 156093912 5 81
"9_12628462" "corn_B73_v5" 5 156095289 156095289 NA NA
"9_12628321" "corn_B73_v5" 5 156101759 156101759 NA NA
"9_12628338" "corn_B73_v5" 5 156109268 156109268 NA NA
"9_12628376" "corn_B73_v5" 5 156109426 156109426 NA NA
"9_12628411" "corn_B73_v5" 5 156109512 156109512 NA NA
"9_12628409" "corn_B73_v5" 5 156162429 156162429 NA NA
"9_12628348" "corn_B73_v5" 5 156697122 156697122 NA NA
"9_12628322" "corn_B73_v5" 5 156897606 156897606 NA NA
"9_12628439" "corn_B73_v5" 5 157110542 157110542 NA NA
"9_12628302" "corn_B73_v5" 5 157163058 157163058 NA NA
"9_12654262" "corn_B73_v5" 5 157163339 157163339 NA NA
"9_12628513" "corn_B73_v5" 5 157529804 157529804 5 82.3
"9_12628310" "corn_B73_v5" 5 157562153 157562153 5 81.1
"9_226599218" "corn_B73_v5" 5 157697779 157697779 NA NA
"9_12628276" "corn_B73_v5" 5 157699843 157699843 NA NA
"9_12628471" "corn_B73_v5" 5 158034621 158034621 5 82.3
"9_12628408" "corn_B73_v5" 5 158037053 158037053 NA NA
"9_12628423" "corn_B73_v5" 5 158049296 158049296 NA NA
"9_12628413" "corn_B73_v5" 5 158222776 158222776 NA NA
"9_12628345" "corn_B73_v5" 5 158268633 158268633 NA NA
"9_12628483" "corn_B73_v5" 5 158270193 158270193 NA NA
"9_12628687" "corn_B73_v5" 5 158478113 158478113 NA NA
"9_12645003" "corn_B73_v5" 5 158478374 158478374 5 80.7
"9_12628751" "corn_B73_v5" 5 158479958 158479958 NA NA
"9_12628701" "corn_B73_v5" 5 158659291 158659291 NA NA
"9_12628734" "corn_B73_v5" 5 158660903 158660903 NA NA
"9_12628607" "corn_B73_v5" 5 158762119 158762119 NA NA
"9_12628564" "corn_B73_v5" 5 158771250 158771250 NA NA
"9_12628538" "corn_B73_v5" 5 158908501 158908501 NA NA
"9_12666644" "corn_B73_v5" 5 159250356 159250356 5 83.4
"9_12666646" "corn_B73_v5" 5 159250414 159250414 5 81.4
"9_12666643" "corn_B73_v5" 5 159250420 159250420 5 81.4
"9_12628767" "corn_B73_v5" 5 159401955 159401955 NA NA
"9_12628636" "corn_B73_v5" 5 159521963 159521963 5 82.7
"9_257681256" "corn_B73_v5" 5 159611968 159611968 NA NA
"9_236069193" "corn_B73_v5" 5 159699323 159699323 NA NA
"9_236069257" "corn_B73_v5" 5 159783055 159783055 NA NA
"9_12628684" "corn_B73_v5" 5 160060343 160060343 NA NA
"9_12628740" "corn_B73_v5" 5 160347615 160347615 NA NA
"9_12628674" "corn_B73_v5" 5 160379811 160379811 NA NA
"9_12628641" "corn_B73_v5" 5 160678777 160678777 NA NA
"9_12628664" "corn_B73_v5" 5 160682002 160682002 NA NA
"9_12628703" "corn_B73_v5" 5 160682503 160682503 NA NA
"9_236070787" "corn_B73_v5" 5 160699532 160699532 NA NA
"9_12628520" "corn_B73_v5" 5 160749063 160749063 5 83
"9_12628714" "corn_B73_v5" 5 160750860 160750860 NA NA
"9_12628533" "corn_B73_v5" 5 160881237 160881237 NA NA
"9_12628745" "corn_B73_v5" 5 161563011 161563011 NA NA
"9_12628547" "corn_B73_v5" 5 161594692 161594692 NA NA
"9_12628768" "corn_B73_v5" 5 161729316 161729316 NA NA
"9_12628625" "corn_B73_v5" 5 161729642 161729642 NA NA
"9_12628559" "corn_B73_v5" 5 161873183 161873183 5 83
"9_12628618" "corn_B73_v5" 5 161949981 161949981 NA NA
"9_12628609" "corn_B73_v5" 5 161984042 161984042 NA NA
"9_12628755" "corn_B73_v5" 5 161985409 161985409 NA NA
"9_12628606" "corn_B73_v5" 5 161988749 161988749 NA NA
"9_12628747" "corn_B73_v5" 5 162289261 162289261 NA NA
"9_12628546" "corn_B73_v5" 5 162295166 162295166 NA NA
"9_24077265" "corn_B73_v5" 5 162306485 162306485 5 82.7
"9_12648043" "corn_B73_v5" 5 162350112 162350112 5 81.7
"9_12648042" "corn_B73_v5" 5 162350228 162350228 5 84.6
"9_12628624" "corn_B73_v5" 5 162388222 162388222 NA NA
"9_256505691" "corn_B73_v5" 5 162527510 162527510 NA NA
"9_12628656" "corn_B73_v5" 5 162733140 162733140 NA NA
"9_12628637" "corn_B73_v5" 5 162871046 162871046 NA NA
"9_12628522" "corn_B73_v5" 5 162988500 162988500 5 84.9
"9_12628586" "corn_B73_v5" 5 163131923 163131923 NA NA
"9_236074434" "corn_B73_v5" 5 163145301 163145301 NA NA
"9_236074460" "corn_B73_v5" 5 163145990 163145990 NA NA
"9_12628550" "corn_B73_v5" 5 163232375 163232375 NA NA
"9_236074908" "corn_B73_v5" 5 163247624 163247624 NA NA
"9_12628764" "corn_B73_v5" 5 163356632 163356632 NA NA
"9_236076152" "corn_B73_v5" 5 163891602 163891602 NA NA
"9_236075970" "corn_B73_v5" 5 163899892 163899892 NA NA
"9_12628665" "corn_B73_v5" 5 163943003 163943003 5 83.5
"9_12662817" "corn_B73_v5" 5 164015346 164015346 5 83
"9_12662818" "corn_B73_v5" 5 164015453 164015453 5 83
"9_12662819" "corn_B73_v5" 5 164015879 164015879 5 83
"9_12628545" "corn_B73_v5" 5 164189048 164189048 NA NA
"9_12628638" "corn_B73_v5" 5 164381549 164381549 NA NA
"9_12628722" "corn_B73_v5" 5 164381619 164381619 NA NA
"9_12628673" "corn_B73_v5" 5 164385386 164385386 NA NA
"9_12628666" "corn_B73_v5" 5 164476518 164476518 NA NA
"9_236076887" "corn_B73_v5" 5 164603115 164603115 NA NA
"9_258095178" "corn_B73_v5" 5 164605167 164605167 NA NA
"9_12628633" "corn_B73_v5" 5 164676057 164676057 NA NA
"9_12661076" "corn_B73_v5" 5 164900852 164900852 5 96.9
"9_12628525" "corn_B73_v5" 5 165324488 165324488 NA NA
"9_12628675" "corn_B73_v5" 5 165929476 165929476 NA NA
"9_12628528" "corn_B73_v5" 5 165936305 165936305 NA NA
"9_12628604" "corn_B73_v5" 5 165942070 165942070 5 84.7
"9_12628754" "corn_B73_v5" 5 166096339 166096339 NA NA
"9_12628535" "corn_B73_v5" 5 166096517 166096517 NA NA
"9_12628653" "corn_B73_v5" 5 166096718 166096718 NA NA
"9_236078987" "corn_B73_v5" 5 166389863 166389863 NA NA
"9_12628725" "corn_B73_v5" 5 166490863 166490863 5 84.7
"9_236079153" "corn_B73_v5" 5 166492162 166492162 NA NA
"9_236079170" "corn_B73_v5" 5 166500895 166500895 NA NA
"9_24079323" "corn_B73_v5" 5 166503466 166503466 NA NA
"9_257409692" "corn_B73_v5" 5 166564511 166564511 NA NA
"9_12628524" "corn_B73_v5" 5 166678472 166678472 NA NA
"9_12628577" "corn_B73_v5" 5 166905296 166905296 5 89.2
"9_12628649" "corn_B73_v5" 5 167025774 167025774 NA NA
"9_12628623" "corn_B73_v5" 5 167027659 167027659 NA NA
"9_12628719" "corn_B73_v5" 5 167120004 167120004 NA NA
"9_12628553" "corn_B73_v5" 5 167242770 167242770 NA NA
"9_236080371" "corn_B73_v5" 5 167246355 167246355 NA NA
"9_236080460" "corn_B73_v5" 5 167247886 167247886 NA NA
"9_12644955" "corn_B73_v5" 5 167427574 167427574 5 88.9
"9_12628573" "corn_B73_v5" 5 167652402 167652402 NA NA
"9_12628752" "corn_B73_v5" 5 167825351 167825351 NA NA
"9_12628570" "corn_B73_v5" 5 167945914 167945914 5 87.2
"9_12643129" "corn_B73_v5" 5 167950303 167950303 5 89.2
"9_12667259" "corn_B73_v5" 5 167951326 167951326 5 89.9
"9_12667258" "corn_B73_v5" 5 167951370 167951370 5 83.5
"9_12667257" "corn_B73_v5" 5 167951376 167951376 NA NA
"9_12628613" "corn_B73_v5" 5 168020904 168020904 5 74.3
"9_236082234" "corn_B73_v5" 5 168134492 168134492 NA NA
"9_12628987" "corn_B73_v5" 5 168136986 168136986 NA NA
"9_236082423" "corn_B73_v5" 5 168177214 168177214 NA NA
"9_236082433" "corn_B73_v5" 5 168177616 168177616 NA NA
"9_236082447" "corn_B73_v5" 5 168177822 168177822 NA NA
"9_12628824" "corn_B73_v5" 5 168608602 168608602 NA NA
"9_12628917" "corn_B73_v5" 5 168608747 168608747 5 90.9
"9_12628785" "corn_B73_v5" 5 168981522 168981522 NA NA
"9_234967241" "corn_B73_v5" 5 169122888 169122888 NA NA
"9_12628866" "corn_B73_v5" 5 169231512 169231512 NA NA
"9_236084225" "corn_B73_v5" 5 169314429 169314429 NA NA
"9_236084315" "corn_B73_v5" 5 169475203 169475203 NA NA
"9_236084343" "corn_B73_v5" 5 169477925 169477925 NA NA
"9_12628842" "corn_B73_v5" 5 169610639 169610639 NA NA
"9_24080859" "corn_B73_v5" 5 169684619 169684619 5 90
"9_24080860" "corn_B73_v5" 5 169684676 169684676 5 90
"9_12632089" "corn_B73_v5" 5 169864092 169864092 5 89.5
"9_12632087" "corn_B73_v5" 5 169864270 169864270 5 90.1
"9_12632090" "corn_B73_v5" 5 169864356 169864356 5 90.4
"9_236084968" "corn_B73_v5" 5 169864530 169864530 NA NA
"9_258228866" "corn_B73_v5" 5 169865883 169865883 NA NA
"9_258228873" "corn_B73_v5" 5 170112275 170112275 NA NA
"9_236085459" "corn_B73_v5" 5 170112698 170112698 NA NA
"9_12650772" "corn_B73_v5" 5 170326082 170326082 5 91.1
"9_24081192" "corn_B73_v5" 5 170328402 170328402 5 91.1
"9_24081213" "corn_B73_v5" 5 170330165 170330165 5 91.1
"9_12628777" "corn_B73_v5" 5 170515226 170515226 5 91.4
"9_12628953" "corn_B73_v5" 5 170517695 170517695 NA NA
"9_256999763" "corn_B73_v5" 5 170521205 170521205 NA NA
"9_12628841" "corn_B73_v5" 5 170539643 170539643 NA NA
"9_236086398" "corn_B73_v5" 5 170697136 170697136 NA NA
"9_12628789" "corn_B73_v5" 5 170699583 170699583 NA NA
"9_12628961" "corn_B73_v5" 5 171105892 171105892 NA NA
"9_12628794" "corn_B73_v5" 5 171107565 171107565 NA NA
"9_12628807" "corn_B73_v5" 5 171244067 171244067 NA NA
"9_236087783" "corn_B73_v5" 5 171521688 171521688 NA NA
"9_12628837" "corn_B73_v5" 5 171522347 171522347 NA NA
"9_12628805" "corn_B73_v5" 5 171550886 171550886 NA NA
"9_12628863" "corn_B73_v5" 5 171557667 171557667 NA NA
"9_12628804" "corn_B73_v5" 5 171726853 171726853 NA NA
"9_12628908" "corn_B73_v5" 5 171728128 171728128 5 94.4
"9_12628905" "corn_B73_v5" 5 171751195 171751195 NA NA
"9_12628809" "corn_B73_v5" 5 171751481 171751481 NA NA
"9_12628808" "corn_B73_v5" 5 171753129 171753129 5 100.5
"9_12668292" "corn_B73_v5" 5 171753429 171753429 NA NA
"9_12668618" "corn_B73_v5" 5 171754314 171754314 5 100.5
"9_12629005" "corn_B73_v5" 5 171760872 171760872 NA NA
"9_12650668" "corn_B73_v5" 5 171764340 171764340 5 100.7
"9_256584873" "corn_B73_v5" 5 171767790 171767790 5 100.7
"9_236088472" "corn_B73_v5" 5 171768148 171768148 5 100.7
"9_999992252" "corn_B73_v5" 5 171769093 171769093 NA NA
"9_999992224" "corn_B73_v5" 5 171769170 171769170 NA NA
"9_999992251" "corn_B73_v5" 5 171769170 171769170 NA NA
"9_999992223" "corn_B73_v5" 5 171769252 171769252 NA NA
"9_999992228" "corn_B73_v5" 5 171769330 171769330 NA NA
"9_272383986" "corn_B73_v5" 5 171772407 171772407 5 63
"9_272383987" "corn_B73_v5" 5 171772417 171772417 5 100.8
"9_24082124" "corn_B73_v5" 5 171841377 171841377 5 91.3
"9_12628828" "corn_B73_v5" 5 171978467 171978467 NA NA
"9_12628781" "corn_B73_v5" 5 171984332 171984332 NA NA
"9_12628849" "corn_B73_v5" 5 171984944 171984944 NA NA
"9_12628818" "corn_B73_v5" 5 172165143 172165143 NA NA
"9_12629006" "corn_B73_v5" 5 172165197 172165197 NA NA
"9_12628895" "corn_B73_v5" 5 172170554 172170554 NA NA
"9_236089510" "corn_B73_v5" 5 172178037 172178037 NA NA
"9_236089514" "corn_B73_v5" 5 172178220 172178220 NA NA
"9_12628936" "corn_B73_v5" 5 172183271 172183271 NA NA
"9_12628780" "corn_B73_v5" 5 172193894 172193894 NA NA
"9_12628860" "corn_B73_v5" 5 172198776 172198776 NA NA
"9_236090377" "corn_B73_v5" 5 172481083 172481083 NA NA
"9_236091005" "corn_B73_v5" 5 172534138 172534138 NA NA
"9_12612322" "corn_B73_v5" 5 172763983 172763983 5 90.4
"9_12612308" "corn_B73_v5" 5 172764033 172764033 5 90.4
"9_12662609" "corn_B73_v5" 5 172764365 172764365 5 92.5
"9_12662610" "corn_B73_v5" 5 172764610 172764610 5 90.4
"9_12662612" "corn_B73_v5" 5 172764639 172764639 5 92.5
"9_12668984" "corn_B73_v5" 5 172764692 172764692 NA NA
"9_12662615" "corn_B73_v5" 5 172764953 172764953 5 91.3
"9_12662614" "corn_B73_v5" 5 172764963 172764963 5 91.9
"9_12664187" "corn_B73_v5" 5 172765594 172765594 5 90.9
"9_12664186" "corn_B73_v5" 5 172765642 172765642 5 90.8
"9_12612000" "corn_B73_v5" 5 172766722 172766722 NA NA
"9_12628830" "corn_B73_v5" 5 172767350 172767350 NA NA
"9_12628929" "corn_B73_v5" 5 172767865 172767865 NA NA
"9_12628787" "corn_B73_v5" 5 172768317 172768317 NA NA
"9_12669418" "corn_B73_v5" 5 172976539 172976539 NA NA
"9_236091489" "corn_B73_v5" 5 172976693 172976693 NA NA
"9_24083174" "corn_B73_v5" 5 172976855 172976855 NA NA
"9_236091499" "corn_B73_v5" 5 172977102 172977102 NA NA
"9_236091500" "corn_B73_v5" 5 172977294 172977294 NA NA
"9_236091948" "corn_B73_v5" 5 173171007 173171007 NA NA
"9_12651137" "corn_B73_v5" 5 173178333 173178333 NA NA
"9_12628869" "corn_B73_v5" 5 173406758 173406758 NA NA
"9_12628846" "corn_B73_v5" 5 173408139 173408139 NA NA
"9_24083526" "corn_B73_v5" 5 173410135 173410135 NA NA
"9_236092732" "corn_B73_v5" 5 173410803 173410803 NA NA
"9_236092771" "corn_B73_v5" 5 173498079 173498079 NA NA
"9_236092776" "corn_B73_v5" 5 173498313 173498313 NA NA
"9_236092882" "corn_B73_v5" 5 173500402 173500402 NA NA
"9_12628921" "corn_B73_v5" 5 173743653 173743653 NA NA
"9_236093176" "corn_B73_v5" 5 173744367 173744367 NA NA
"9_236093207" "corn_B73_v5" 5 173745098 173745098 NA NA
"9_12628827" "corn_B73_v5" 5 173755048 173755048 NA NA
"9_12628945" "corn_B73_v5" 5 173757640 173757640 NA NA
"9_12628920" "corn_B73_v5" 5 173757722 173757722 NA NA
"9_12667943" "corn_B73_v5" 5 173757850 173757850 NA NA
"9_24083702" "corn_B73_v5" 5 173758084 173758084 NA NA
"9_12668843" "corn_B73_v5" 5 173887736 173887736 5 91.1
"9_236093540" "corn_B73_v5" 5 173968522 173968522 NA NA
"9_236093572" "corn_B73_v5" 5 173969523 173969523 NA NA
"9_236093599" "corn_B73_v5" 5 173970019 173970019 NA NA
"9_12628793" "corn_B73_v5" 5 174000464 174000464 NA NA
"9_236093906" "corn_B73_v5" 5 174189669 174189669 NA NA
"9_256506453" "corn_B73_v5" 5 174190039 174190039 NA NA
"9_24083902" "corn_B73_v5" 5 174190138 174190138 NA NA
"9_12628839" "corn_B73_v5" 5 174191395 174191395 NA NA
"9_12628957" "corn_B73_v5" 5 174195055 174195055 5 93.6
"9_12666654" "corn_B73_v5" 5 174357890 174357890 5 94.7
"9_12666652" "corn_B73_v5" 5 174357915 174357915 5 91.8
"9_12666651" "corn_B73_v5" 5 174357991 174357991 5 91.8
"9_12628980" "corn_B73_v5" 5 174425965 174425965 NA NA
"9_257821528" "corn_B73_v5" 5 174433301 174433301 NA NA
"9_222366120" "corn_B73_v5" 5 174575702 174575702 NA NA
"9_222366133" "corn_B73_v5" 5 174575869 174575869 NA NA
"9_12628958" "corn_B73_v5" 5 174656381 174656381 NA NA
"9_24084316" "corn_B73_v5" 5 174657940 174657940 NA NA
"9_12628979" "corn_B73_v5" 5 174680083 174680083 NA NA
"9_12628970" "corn_B73_v5" 5 174743877 174743877 5 92.2
"9_24084423" "corn_B73_v5" 5 174744755 174744755 NA NA
"9_236095021" "corn_B73_v5" 5 174748524 174748524 NA NA
"9_236095218" "corn_B73_v5" 5 174874667 174874667 NA NA
"9_236095356" "corn_B73_v5" 5 175072424 175072424 NA NA
"9_12628904" "corn_B73_v5" 5 175072499 175072499 NA NA
"9_236095493" "corn_B73_v5" 5 175091833 175091833 NA NA
"9_12628859" "corn_B73_v5" 5 175416511 175416511 NA NA
"9_12628951" "corn_B73_v5" 5 175489279 175489279 NA NA
"9_12628994" "corn_B73_v5" 5 175489283 175489283 NA NA
"9_236096431" "corn_B73_v5" 5 175496999 175496999 NA NA
"9_236096583" "corn_B73_v5" 5 175697155 175697155 NA NA
"9_12657963" "corn_B73_v5" 5 175698240 175698240 NA NA
"9_12628947" "corn_B73_v5" 5 175701762 175701762 NA NA
"9_12651289" "corn_B73_v5" 5 175803639 175803639 NA NA
"9_12628877" "corn_B73_v5" 5 175804627 175804627 NA NA
"9_12628889" "corn_B73_v5" 5 175886131 175886131 NA NA
"9_12628838" "corn_B73_v5" 5 175886222 175886222 NA NA
"9_12628881" "corn_B73_v5" 5 175886300 175886300 NA NA
"9_12669506" "corn_B73_v5" 5 175988812 175988812 5 95.4
"9_256507692" "corn_B73_v5" 5 176030810 176030810 NA NA
"9_12628918" "corn_B73_v5" 5 176167821 176167821 NA NA
"9_236097386" "corn_B73_v5" 5 176168987 176168987 NA NA
"9_12628883" "corn_B73_v5" 5 176232712 176232712 NA NA
"9_12628934" "corn_B73_v5" 5 176235094 176235094 NA NA
"9_12628848" "corn_B73_v5" 5 176236554 176236554 NA NA
"9_12628978" "corn_B73_v5" 5 176345134 176345134 NA NA
"9_236097916" "corn_B73_v5" 5 176356429 176356429 NA NA
"9_12628853" "corn_B73_v5" 5 176358670 176358670 NA NA
"9_12651332" "corn_B73_v5" 5 176361946 176361946 NA NA
"9_12628821" "corn_B73_v5" 5 176660554 176660554 NA NA
"9_12628836" "corn_B73_v5" 5 176661592 176661592 NA NA
"9_12666965" "corn_B73_v5" 5 176836857 176836857 5 98.1
"9_12628801" "corn_B73_v5" 5 176841676 176841676 NA NA
"9_12629014" "corn_B73_v5" 5 176843570 176843570 5 98.1
"9_24085819" "corn_B73_v5" 5 176844023 176844023 5 98.1
"9_24085881" "corn_B73_v5" 5 176849609 176849609 NA NA
"9_236098609" "corn_B73_v5" 5 176849929 176849929 NA NA
"9_12665601" "corn_B73_v5" 5 176860538 176860538 2 51.5
"9_236099174" "corn_B73_v5" 5 177121766 177121766 NA NA
"9_236099239" "corn_B73_v5" 5 177129669 177129669 NA NA
"9_258229567" "corn_B73_v5" 5 177134260 177134260 NA NA
"9_236099318" "corn_B73_v5" 5 177186259 177186259 NA NA
"9_236099505" "corn_B73_v5" 5 177248110 177248110 NA NA
"9_12629079" "corn_B73_v5" 5 177569545 177569545 5 98.1
"9_12651220" "corn_B73_v5" 5 177569921 177569921 NA NA
"9_12629102" "corn_B73_v5" 5 177614231 177614231 NA NA
"9_12629225" "corn_B73_v5" 5 177686691 177686691 NA NA
"9_12629158" "corn_B73_v5" 5 177692996 177692996 NA NA
"9_12629231" "corn_B73_v5" 5 177694444 177694444 NA NA
"9_12629094" "corn_B73_v5" 5 177696964 177696964 NA NA
"9_24086588" "corn_B73_v5" 5 177697187 177697187 NA NA
"9_12629207" "corn_B73_v5" 5 177697232 177697232 NA NA
"9_12629261" "corn_B73_v5" 5 177698293 177698293 NA NA
"9_12629108" "corn_B73_v5" 5 177698326 177698326 NA NA
"9_12629177" "corn_B73_v5" 5 177698330 177698330 NA NA
"9_12629044" "corn_B73_v5" 5 177698429 177698429 NA NA
"9_24086806" "corn_B73_v5" 5 177723560 177723560 NA NA
"9_24086812" "corn_B73_v5" 5 177724455 177724455 NA NA
"9_24086816" "corn_B73_v5" 5 177724560 177724560 NA NA
"9_12668059" "corn_B73_v5" 5 177724937 177724937 NA NA
"9_236101228" "corn_B73_v5" 5 177725134 177725134 NA NA
"9_236101409" "corn_B73_v5" 5 177751034 177751034 NA NA
"9_12629262" "corn_B73_v5" 5 177752443 177752443 NA NA
"9_236101469" "corn_B73_v5" 5 177752526 177752526 NA NA
"9_12629086" "corn_B73_v5" 5 177760169 177760169 NA NA
"9_12629257" "corn_B73_v5" 5 177760383 177760383 NA NA
"9_12629095" "corn_B73_v5" 5 177761185 177761185 NA NA
"9_234765423" "corn_B73_v5" 5 177768140 177768140 NA NA
"9_12629045" "corn_B73_v5" 5 177768553 177768553 NA NA
"9_12629113" "corn_B73_v5" 5 177808477 177808477 NA NA
"9_226309278" "corn_B73_v5" 5 177809013 177809013 NA NA
"9_225805035" "corn_B73_v5" 5 177809524 177809524 NA NA
"9_225805024" "corn_B73_v5" 5 177809868 177809868 NA NA
"9_12629195" "corn_B73_v5" 5 177811519 177811519 NA NA
"9_24087010" "corn_B73_v5" 5 177935740 177935740 NA NA
"9_12629267" "corn_B73_v5" 5 177943051 177943051 NA NA
"9_12629051" "corn_B73_v5" 5 177948280 177948280 NA NA
"9_236102466" "corn_B73_v5" 5 178271807 178271807 NA NA
"9_24087555" "corn_B73_v5" 5 178744908 178744908 NA NA
"9_225713937" "corn_B73_v5" 5 178896379 178896379 NA NA
"9_12629132" "corn_B73_v5" 5 178898114 178898114 NA NA
"9_236104020" "corn_B73_v5" 5 178903448 178903448 NA NA
"9_257000534" "corn_B73_v5" 5 178903936 178903936 NA NA
"9_236104046" "corn_B73_v5" 5 178905161 178905161 NA NA
"9_256863063" "corn_B73_v5" 5 178909862 178909862 NA NA
"9_236104424" "corn_B73_v5" 5 178924432 178924432 NA NA
"9_24088311" "corn_B73_v5" 5 179033988 179033988 NA NA
"9_24088317" "corn_B73_v5" 5 179034186 179034186 NA NA
"9_12629139" "corn_B73_v5" 5 179035347 179035347 NA NA
"9_12629149" "corn_B73_v5" 5 179035747 179035747 NA NA
"9_12629186" "corn_B73_v5" 5 179036106 179036106 NA NA
"9_12629058" "corn_B73_v5" 5 179036314 179036314 NA NA
"9_236105263" "corn_B73_v5" 5 179047799 179047799 NA NA
"9_12629192" "corn_B73_v5" 5 179344402 179344402 NA NA
"9_12629222" "corn_B73_v5" 5 179426931 179426931 NA NA
"9_12629104" "corn_B73_v5" 5 179427613 179427613 NA NA
"9_12629269" "corn_B73_v5" 5 179430311 179430311 NA NA
"9_12629080" "corn_B73_v5" 5 179435542 179435542 NA NA
"9_12667887" "corn_B73_v5" 5 179435631 179435631 NA NA
"9_12667999" "corn_B73_v5" 5 179435681 179435681 NA NA
"9_12629174" "corn_B73_v5" 5 179435857 179435857 NA NA
"9_23542802" "corn_B73_v5" 5 179526933 179526933 NA NA
"9_12651290" "corn_B73_v5" 5 179527038 179527038 NA NA
"9_12651160" "corn_B73_v5" 5 179529316 179529316 NA NA
"9_236106167" "corn_B73_v5" 5 179536176 179536176 NA NA
"9_236106225" "corn_B73_v5" 5 179557856 179557856 NA NA
"9_236106403" "corn_B73_v5" 5 179752264 179752264 NA NA
"9_12629204" "corn_B73_v5" 5 179903085 179903085 NA NA
"9_236107109" "corn_B73_v5" 5 180214528 180214528 NA NA
"9_236107341" "corn_B73_v5" 5 180245453 180245453 NA NA
"9_236107430" "corn_B73_v5" 5 180297961 180297961 NA NA
"9_236107440" "corn_B73_v5" 5 180298248 180298248 NA NA
"9_12669500" "corn_B73_v5" 5 180547045 180547045 NA NA
"9_12629169" "corn_B73_v5" 5 180976705 180976705 NA NA
"9_24090042" "corn_B73_v5" 5 180980867 180980867 NA NA
"9_24090131" "corn_B73_v5" 5 181064239 181064239 NA NA
"9_236109306" "corn_B73_v5" 5 181142283 181142283 NA NA
"9_12667475" "corn_B73_v5" 5 181143430 181143430 NA NA
"9_24090260" "corn_B73_v5" 5 181159086 181159086 NA NA
"9_12629146" "corn_B73_v5" 5 181171120 181171120 NA NA
"9_236109615" "corn_B73_v5" 5 181285351 181285351 NA NA
"9_12629057" "corn_B73_v5" 5 181423531 181423531 NA NA
"9_236110236" "corn_B73_v5" 5 181581693 181581693 NA NA
"9_12651291" "corn_B73_v5" 5 181584051 181584051 NA NA
